,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-42773.91243083345,-42707.75827987062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-42711.885255883804,-42668.99805648195,-42624.77485091554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,-42825.555080484024,-42784.97439582216,-42742.814594339005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,-42443.644031594864,-42410.19503981935,-42374.766532968155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,-42639.56796653139,-42599.45974356996,-42557.69198615419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,-42296.678090165726,-42271.414992402664,-42266.3773216256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,-42470.42462512421,-42466.79078827287,-42462.857098985514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,-42764.71337165917,-42761.40785643836,-42757.39470710074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42283.02734753867,-42278.62070931708,-42273.7798219329,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42596.30309404647,-42598.87769109069,-42598.44995064028,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42688.35100275336,-42687.604817097264,-42685.110438186704,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42939.004989330846,-42938.208799202024,-42935.65019246597,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42554.388988334715,-42554.052482810206,-42551.692595308916,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42757.3473083641,-42761.26144773354,-42761.12533259064,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42685.30914956917,-42687.50838255554,-42686.222100218416
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42646.709651228484,-42648.225119074465
