,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-42713.94084808529,-42715.04989692867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-42666.656785834115,-42667.49633203773,-42666.318643439095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,-43053.80294318652,-43052.95459456897,-43050.12855430102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,-42906.25386282881,-42903.367916555006,-42898.46323630293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,-42944.661214004096,-42939.598309646186,-42932.518304000434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,-42779.58313419724,-42772.78957655335,-42772.388286566995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,-42577.475150875776,-42581.92364141488,-42582.12290342518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,-43132.881948826,-43132.97114046788,-43130.69425838168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42820.99419306586,-42817.58237035234,-42813.4582171931,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42786.57305650702,-42784.70719048545,-42781.502673036586,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42777.82149182743,-42776.885350408644,-42773.97871056769,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43086.634403643155,-43087.83421067065,-43086.13392145858,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42616.084686368995,-42625.75329292711,-42628.892293504665,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42532.54207054448,-42552.60172968178,-42561.81413535407,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42758.46636578876,-42765.195534045844,-42766.22601760611
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42760.85664119317,-42762.99229352757
