,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-42410.966707213534,-42395.18503539146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-41776.03278426708,-41769.7048558432,-41762.533876760615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,-42344.637705891146,-42336.91225896658,-42328.08608068408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,-42235.91268865646,-42233.38340036453,-42230.04985920967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,-42472.88358513893,-42472.63628177227,-42471.371946378364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,-42499.89844481529,-42501.97721998276,-42498.596789367126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,-42336.20332710327,-42329.591484732555,-42322.52822365501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,-42020.63170094006,-42016.146538159635,-42010.37853629575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42436.162124416616,-42434.5484113215,-42430.76802328083,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42067.391829800465,-42068.268978504864,-42065.58576553815,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42330.0525785968,-42326.600592431954,-42321.44345634998,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42655.38844233506,-42652.65067356647,-42648.0809535091,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42388.408792672766,-42392.72019520451,-42392.11547651787,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42342.126203805696,-42362.568002252774,-42370.69150875179,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42194.13787853618,-42203.97431967823,-42205.71062958693
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42266.298037630004,-42266.73088688111
