,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-42594.20229244818,-42551.03883875002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-42884.30148801593,-42845.83630678443,-42819.5215003231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,-42666.67129681749,-42646.94490168733,-42639.26736728592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,-42783.30959117056,-42777.605274852525,-42784.18655022622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,-42853.13007497922,-42862.87997150556,-42884.89964139596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,-42776.847044883485,-42798.544677524085,-42793.802039657894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,-42758.65777293085,-42758.337608275644,-42755.96978438018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,-42858.13083986562,-42860.13221380494,-42859.11146683743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42561.90313945112,-42568.847004330724,-42570.86960797277,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42781.34382019369,-42776.884827929294,-42771.77837902675,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42568.96342392112,-42567.91678107867,-42565.055342159176,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42569.299688468345,-42576.92093719825,-42579.16017831472,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42867.58298995503,-42883.283072489845,-42889.96481772666,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42509.93196987021,-42518.52032257583,-42520.746653909584,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42823.2709089247,-42831.14449775412,-42832.65407095793
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42821.82404022769,-42822.75947141308
